Energy_Source,Transport,Frequency of Transport,Waste Production,How Long Machine Works Daily,Machine repairing(in Months),Energy efficiency,Recycling Waste,CarbonEmission
wood,public,rarely,Mega Scale,20,0,Sometimes,YES,1537
natural gas,private,rarely,small Scale,3,1,Sometimes,YES,999
wood,public,very frequently,Mega Scale,11,1,Yes,YES,2013
coal,public,rarely,small Scale,21,1,Yes,YES,1685
wood,public,frequently,medium Scale,21,1,Sometimes,YES,1665
wood,private,very frequently,large Scale,15,2,Sometimes,YES,2588
electricity,private,rarely,small Scale,24,1,Sometimes,YES,657
electricity,private,frequently,medium Scale,1,0,No,YES,1696
electricity,public,frequently,medium Scale,24,1,No,YES,1363
electricity,public,rarely,medium Scale,7,0,No,YES,1135
natural gas,public,rarely,large Scale,22,1,Sometimes,YES,1442
electricity,public,very frequently,large Scale,8,0,Sometimes,YES,2103
natural gas,private,frequently,large Scale,19,1,Yes,YES,2912
wood,private,rarely,small Scale,1,1,No,NO,2220
electricity,public,frequently,medium Scale,16,1,Yes,YES,1907
coal,private,rarely,Mega Scale,7,1,Yes,YES,1546
electricity,public,very frequently,small Scale,24,2,Sometimes,YES,2264
coal,private,very frequently,small Scale,4,0,No,YES,2619
electricity,public,rarely,small Scale,23,2,No,YES,846
electricity,private,rarely,medium Scale,0,1,Yes,YES,1310
coal,private,very frequently,medium Scale,15,1,No,YES,3769
coal,private,rarely,small Scale,21,0,Sometimes,YES,2774
electricity,private,rarely,medium Scale,7,0,Sometimes,YES,1758
natural gas,public,frequently,small Scale,4,1,Yes,YES,1694
electricity,private,very frequently,large Scale,14,2,Yes,YES,3181
electricity,public,frequently,small Scale,12,0,No,YES,1074
wood,private,frequently,small Scale,12,1,Sometimes,YES,3888
natural gas,public,frequently,small Scale,21,1,Yes,YES,1763
electricity,public,rarely,Mega Scale,24,1,No,YES,1092
wood,private,frequently,medium Scale,17,2,Sometimes,YES,1915
natural gas,public,rarely,Mega Scale,18,1,Yes,YES,1256
wood,public,rarely,small Scale,9,2,Yes,YES,2087
electricity,public,rarely,small Scale,6,1,Sometimes,YES,998
natural gas,public,very frequently,Mega Scale,13,0,Yes,YES,2600
electricity,public,rarely,medium Scale,13,0,No,YES,965
natural gas,private,rarely,Mega Scale,7,0,No,YES,2221
wood,public,rarely,Mega Scale,1,2,Yes,YES,2231
wood,public,rarely,medium Scale,4,1,No,YES,1674
electricity,public,rarely,Mega Scale,3,1,Sometimes,YES,1111
wood,private,very frequently,large Scale,17,2,Yes,NO,5541
wood,private,rarely,small Scale,18,1,No,YES,1466
natural gas,public,rarely,medium Scale,23,0,Yes,YES,1048
electricity,public,rarely,small Scale,16,1,Yes,YES,769
coal,private,rarely,small Scale,18,2,No,NO,2167
electricity,private,rarely,Mega Scale,10,2,No,YES,2114
wood,public,rarely,Mega Scale,16,0,Yes,YES,1563
natural gas,public,rarely,Mega Scale,4,1,No,YES,1367
natural gas,private,frequently,small Scale,0,2,Sometimes,YES,3698
natural gas,public,frequently,Mega Scale,3,2,Yes,YES,2491
natural gas,private,frequently,Mega Scale,3,2,Yes,YES,2285
electricity,public,very frequently,large Scale,11,1,No,YES,2084
coal,private,rarely,small Scale,20,0,No,YES,3277
wood,public,rarely,Mega Scale,6,2,Yes,YES,1647
wood,public,rarely,medium Scale,24,0,Sometimes,YES,1036
natural gas,public,rarely,medium Scale,1,2,Sometimes,YES,1084
wood,public,rarely,large Scale,20,2,No,YES,1756
wood,private,very frequently,large Scale,2,2,Yes,YES,2345
wood,private,rarely,Mega Scale,2,1,Yes,YES,1986
natural gas,private,frequently,small Scale,17,2,Sometimes,NO,1993
natural gas,public,frequently,Mega Scale,13,2,Yes,YES,2158
coal,public,frequently,small Scale,7,0,Sometimes,YES,1692
coal,private,frequently,medium Scale,20,1,No,YES,2676
wood,private,frequently,Mega Scale,20,2,Sometimes,YES,2765
electricity,public,rarely,small Scale,21,2,Yes,YES,1469
coal,public,rarely,Mega Scale,9,0,Sometimes,YES,1348
coal,public,very frequently,large Scale,2,2,Yes,YES,4191
wood,public,rarely,small Scale,23,1,Sometimes,YES,1359
electricity,private,rarely,small Scale,12,1,Sometimes,YES,1026
electricity,private,frequently,small Scale,24,1,Yes,YES,2809
coal,private,frequently,small Scale,21,0,Yes,NO,4010
natural gas,public,rarely,medium Scale,22,0,Sometimes,YES,1319
electricity,public,frequently,medium Scale,5,2,No,YES,1573
wood,private,frequently,Mega Scale,7,1,Sometimes,YES,2397
natural gas,public,frequently,Mega Scale,17,2,No,YES,2235
electricity,private,rarely,Mega Scale,18,1,Yes,YES,1498
wood,public,very frequently,small Scale,20,1,Sometimes,YES,2525
coal,private,frequently,small Scale,14,0,Yes,YES,3440
coal,private,frequently,Mega Scale,14,1,No,YES,5254
wood,public,very frequently,large Scale,20,0,Yes,YES,2589
electricity,public,very frequently,Mega Scale,7,0,No,YES,2438
natural gas,public,frequently,small Scale,4,2,No,YES,2113
coal,public,frequently,large Scale,18,0,No,YES,2177
natural gas,private,rarely,Mega Scale,21,2,No,YES,4105
coal,private,frequently,medium Scale,17,1,Sometimes,YES,2016
wood,public,rarely,medium Scale,7,2,Sometimes,YES,1630
coal,private,rarely,large Scale,8,1,Sometimes,YES,2768
natural gas,private,frequently,Mega Scale,14,1,Sometimes,YES,1989
wood,public,frequently,large Scale,19,2,Yes,YES,2190
electricity,public,rarely,Mega Scale,15,2,No,YES,1585
electricity,public,frequently,medium Scale,16,1,No,YES,1335
coal,public,rarely,large Scale,6,2,Sometimes,NO,2473
natural gas,private,frequently,small Scale,7,2,No,YES,1807
electricity,public,frequently,small Scale,4,2,No,NO,2461
electricity,public,frequently,small Scale,17,2,Yes,YES,1721
natural gas,public,rarely,Mega Scale,23,0,Sometimes,YES,1377
wood,public,very frequently,small Scale,24,0,Sometimes,YES,2007
natural gas,public,rarely,large Scale,18,0,Sometimes,YES,817
coal,private,very frequently,large Scale,18,2,Yes,YES,3116
natural gas,private,rarely,large Scale,12,2,No,YES,3582
natural gas,public,rarely,small Scale,24,1,Sometimes,YES,1626
wood,private,frequently,large Scale,5,2,Sometimes,YES,1918
electricity,public,rarely,large Scale,5,2,No,YES,1690
natural gas,public,frequently,medium Scale,11,0,Yes,YES,1887
coal,public,very frequently,Mega Scale,18,2,Yes,YES,3722
wood,private,frequently,medium Scale,24,2,Sometimes,NO,2827
wood,public,frequently,large Scale,13,1,Yes,YES,2487
electricity,private,rarely,Mega Scale,10,2,Yes,YES,1194
natural gas,public,frequently,small Scale,19,2,Sometimes,YES,1727
coal,public,rarely,Mega Scale,19,2,Sometimes,YES,1706
wood,private,very frequently,small Scale,12,2,Sometimes,YES,4352
coal,private,frequently,small Scale,10,0,Sometimes,YES,1643
coal,public,very frequently,Mega Scale,20,0,Sometimes,YES,2666
natural gas,public,rarely,small Scale,20,1,No,YES,1797
coal,private,very frequently,medium Scale,18,1,Sometimes,YES,2736
wood,private,rarely,Mega Scale,6,0,Yes,YES,1855
natural gas,private,rarely,Mega Scale,4,0,Sometimes,YES,1775
natural gas,public,rarely,small Scale,21,2,Sometimes,YES,1323
coal,public,very frequently,small Scale,6,0,No,YES,2768
natural gas,private,frequently,small Scale,6,2,Sometimes,YES,3511
electricity,private,frequently,Mega Scale,20,0,Yes,YES,2230
natural gas,public,very frequently,medium Scale,23,2,Sometimes,YES,2656
electricity,private,rarely,medium Scale,2,2,No,NO,2472
wood,public,rarely,large Scale,6,0,Sometimes,YES,1061
electricity,private,frequently,large Scale,19,2,Yes,YES,2400
electricity,private,rarely,Mega Scale,21,0,Sometimes,YES,1436
electricity,public,rarely,small Scale,18,1,No,YES,1458
electricity,private,rarely,medium Scale,19,0,No,YES,3540
coal,public,rarely,small Scale,10,1,Yes,YES,1085
natural gas,public,very frequently,medium Scale,21,0,No,YES,1724
natural gas,public,very frequently,small Scale,5,2,Sometimes,YES,2780
wood,public,rarely,medium Scale,1,2,Sometimes,YES,1725
coal,private,rarely,large Scale,14,0,No,YES,3992
wood,private,rarely,small Scale,6,2,Yes,YES,1635
natural gas,public,rarely,Mega Scale,14,1,Sometimes,YES,1116
wood,public,very frequently,Mega Scale,22,0,Sometimes,YES,2400
coal,private,rarely,Mega Scale,1,1,Sometimes,YES,1265
electricity,private,rarely,large Scale,23,2,Sometimes,YES,1890
electricity,private,rarely,large Scale,1,0,No,YES,874
coal,private,rarely,small Scale,4,2,No,YES,1380
coal,private,rarely,medium Scale,22,1,Yes,YES,2777
natural gas,public,rarely,Mega Scale,12,1,No,YES,1096
wood,private,rarely,large Scale,2,2,Sometimes,YES,1390
coal,private,rarely,small Scale,16,2,Yes,NO,2072
wood,public,very frequently,large Scale,14,1,Yes,YES,2420
natural gas,public,frequently,large Scale,16,0,Yes,YES,1801
coal,public,rarely,medium Scale,1,2,No,YES,3106
wood,public,frequently,Mega Scale,22,2,Yes,YES,2361
natural gas,private,rarely,large Scale,21,1,Yes,YES,3506
wood,private,very frequently,large Scale,13,0,Yes,YES,3712
natural gas,private,frequently,small Scale,1,2,Sometimes,YES,3801
natural gas,private,frequently,medium Scale,6,2,Sometimes,YES,1871
wood,public,rarely,medium Scale,12,2,No,YES,1517
electricity,public,very frequently,Mega Scale,10,2,Yes,YES,1859
coal,private,very frequently,large Scale,16,1,Yes,YES,8377
natural gas,private,frequently,large Scale,0,1,Yes,YES,1652
coal,private,very frequently,Mega Scale,14,0,No,YES,4976
coal,public,rarely,large Scale,7,1,Yes,YES,1583
natural gas,public,rarely,medium Scale,17,0,Yes,YES,1065
electricity,public,rarely,Mega Scale,21,1,No,YES,1116
natural gas,public,rarely,Mega Scale,7,1,No,YES,1897
wood,public,frequently,small Scale,22,0,Sometimes,YES,1183
natural gas,public,rarely,large Scale,0,0,Yes,YES,1728
electricity,private,frequently,large Scale,11,0,Sometimes,YES,1693
wood,public,very frequently,Mega Scale,17,1,Yes,YES,4113
wood,private,frequently,Mega Scale,1,1,Sometimes,YES,5686
wood,public,rarely,medium Scale,1,0,Yes,YES,1285
wood,public,rarely,medium Scale,3,2,Sometimes,YES,1507
coal,public,frequently,small Scale,20,0,No,NO,2587
electricity,private,frequently,medium Scale,9,2,Sometimes,YES,1875
coal,private,frequently,medium Scale,22,2,Yes,YES,2313
natural gas,private,rarely,large Scale,8,2,No,YES,2573
coal,public,very frequently,small Scale,12,1,Sometimes,YES,2692
coal,public,rarely,Mega Scale,18,2,Yes,YES,2269
natural gas,private,very frequently,large Scale,22,1,Sometimes,YES,2775
coal,public,very frequently,Mega Scale,19,2,Sometimes,YES,3523
coal,private,very frequently,medium Scale,15,1,Sometimes,YES,3156
wood,private,rarely,medium Scale,3,0,Sometimes,YES,777
natural gas,public,very frequently,large Scale,17,2,Sometimes,YES,3129
electricity,public,rarely,medium Scale,11,0,Sometimes,YES,1436
coal,public,very frequently,medium Scale,6,1,No,YES,3686
natural gas,public,frequently,medium Scale,20,0,Yes,YES,1622
electricity,private,rarely,small Scale,4,0,Sometimes,YES,798
electricity,private,rarely,medium Scale,3,1,Yes,YES,2211
coal,private,rarely,large Scale,23,2,Sometimes,YES,1709
coal,public,rarely,Mega Scale,20,1,Sometimes,YES,2563
coal,public,rarely,Mega Scale,24,0,No,YES,1966
electricity,private,frequently,small Scale,14,2,Yes,YES,1652
natural gas,private,very frequently,large Scale,12,1,Sometimes,YES,3764
natural gas,private,very frequently,small Scale,9,0,No,YES,4388
natural gas,public,very frequently,Mega Scale,12,1,No,YES,3678
electricity,private,rarely,large Scale,4,2,No,YES,2524
wood,private,very frequently,medium Scale,10,0,No,YES,2144
wood,private,rarely,large Scale,18,0,Yes,YES,2718
coal,public,rarely,medium Scale,6,2,No,YES,2231
coal,private,rarely,medium Scale,22,1,No,YES,1212
electricity,public,rarely,small Scale,19,0,Sometimes,YES,888
wood,private,very frequently,small Scale,12,2,Yes,YES,3350
natural gas,private,very frequently,large Scale,12,0,Sometimes,YES,3795
natural gas,public,rarely,medium Scale,7,2,Sometimes,YES,1552
electricity,private,very frequently,small Scale,6,2,Sometimes,YES,5240
natural gas,private,very frequently,medium Scale,1,2,Yes,YES,2531
coal,public,very frequently,Mega Scale,4,1,Sometimes,YES,2525
wood,public,frequently,medium Scale,7,2,Sometimes,YES,2098
wood,private,very frequently,medium Scale,22,1,Sometimes,YES,3287
wood,public,very frequently,small Scale,14,2,No,YES,2440
electricity,public,rarely,Mega Scale,7,1,Sometimes,YES,1246
wood,private,rarely,small Scale,14,0,Yes,YES,2162
electricity,private,frequently,Mega Scale,5,2,Sometimes,YES,4371
wood,public,rarely,Mega Scale,9,1,No,YES,1614
coal,public,very frequently,medium Scale,5,2,Sometimes,YES,2927
electricity,private,frequently,large Scale,19,0,Yes,YES,3096
natural gas,public,rarely,small Scale,24,0,No,YES,925
wood,public,very frequently,large Scale,7,2,Sometimes,YES,2161
coal,private,very frequently,large Scale,16,2,Yes,YES,3923
wood,public,very frequently,Mega Scale,16,2,Sometimes,YES,4415
electricity,public,rarely,Mega Scale,2,0,Sometimes,YES,1258
coal,public,rarely,large Scale,8,2,Yes,YES,1575
coal,private,very frequently,medium Scale,8,2,Sometimes,YES,3064
natural gas,public,very frequently,large Scale,0,2,Sometimes,YES,3161
coal,private,rarely,small Scale,21,2,Yes,YES,1625
coal,public,rarely,small Scale,13,0,Sometimes,YES,1115
natural gas,public,rarely,large Scale,20,2,No,YES,1609
coal,public,rarely,medium Scale,4,1,No,YES,2005
coal,private,rarely,Mega Scale,16,0,Yes,YES,1199
electricity,public,rarely,small Scale,4,1,Sometimes,YES,1418
coal,private,rarely,large Scale,22,1,No,YES,5985
wood,private,rarely,small Scale,6,2,No,YES,1421
natural gas,private,frequently,small Scale,17,2,Yes,YES,2071
wood,private,frequently,medium Scale,9,2,Yes,YES,2558
electricity,public,very frequently,Mega Scale,9,0,Yes,YES,2555
wood,public,rarely,large Scale,22,2,Yes,YES,2554
wood,public,rarely,Mega Scale,13,1,Yes,NO,2612
electricity,private,frequently,medium Scale,22,2,No,YES,1966
wood,public,rarely,large Scale,21,2,Sometimes,YES,2895
coal,public,rarely,large Scale,6,1,Sometimes,YES,1591
electricity,private,frequently,large Scale,23,2,No,YES,2357
coal,private,rarely,small Scale,3,2,No,YES,2511
natural gas,private,very frequently,medium Scale,14,1,No,YES,2706
electricity,public,very frequently,large Scale,8,2,Yes,YES,2044
coal,public,rarely,Mega Scale,19,2,Yes,YES,2647
natural gas,private,very frequently,small Scale,12,2,Sometimes,YES,4404
coal,public,rarely,small Scale,13,0,Sometimes,YES,1508
natural gas,private,rarely,small Scale,20,0,Yes,YES,667
natural gas,public,frequently,Mega Scale,17,0,Sometimes,YES,1689
natural gas,public,rarely,Mega Scale,19,0,Yes,YES,1328
natural gas,private,frequently,medium Scale,0,0,Sometimes,NO,2110
coal,private,frequently,small Scale,9,1,Sometimes,YES,1498
natural gas,public,frequently,large Scale,7,1,Yes,YES,2187
natural gas,public,rarely,small Scale,17,1,Yes,YES,1442
electricity,private,very frequently,Mega Scale,13,1,Yes,YES,3070
wood,public,very frequently,Mega Scale,18,1,Sometimes,YES,2783
wood,public,rarely,large Scale,20,1,No,YES,1834
wood,public,rarely,medium Scale,2,0,No,YES,1154
wood,private,rarely,Mega Scale,10,2,No,YES,1794
coal,public,very frequently,large Scale,17,1,Yes,YES,3077
coal,private,frequently,Mega Scale,6,0,No,YES,2857
electricity,private,rarely,Mega Scale,11,2,Yes,YES,1402
wood,public,rarely,Mega Scale,9,0,Yes,YES,1275
wood,private,rarely,small Scale,18,0,Sometimes,YES,1242
wood,private,rarely,small Scale,5,0,Yes,YES,1051
coal,private,very frequently,large Scale,18,0,Sometimes,YES,2583
wood,public,rarely,large Scale,3,1,Sometimes,YES,1671
wood,public,frequently,large Scale,3,2,Yes,YES,2154
natural gas,public,very frequently,Mega Scale,8,2,Sometimes,YES,2535
wood,private,rarely,large Scale,0,0,Sometimes,YES,1077
electricity,public,rarely,large Scale,16,2,Sometimes,YES,1731
coal,public,rarely,small Scale,1,0,No,YES,1539
natural gas,private,rarely,Mega Scale,3,0,Yes,YES,1118
natural gas,public,rarely,medium Scale,15,2,No,YES,1704
natural gas,private,rarely,small Scale,0,0,Sometimes,YES,697
wood,public,very frequently,Mega Scale,9,0,No,NO,3014
natural gas,public,frequently,large Scale,20,1,No,YES,2428
wood,private,rarely,small Scale,16,0,Yes,YES,953
natural gas,private,rarely,medium Scale,3,2,Sometimes,YES,4418
electricity,private,very frequently,small Scale,10,2,Sometimes,YES,5285
wood,private,very frequently,medium Scale,5,2,Sometimes,YES,4222
electricity,public,rarely,small Scale,15,2,No,YES,1428
wood,private,frequently,small Scale,6,2,No,YES,2259
electricity,private,rarely,large Scale,21,0,Sometimes,YES,2455
coal,private,rarely,medium Scale,11,2,No,YES,1930
electricity,private,very frequently,medium Scale,14,1,Yes,YES,2556
electricity,public,frequently,large Scale,24,0,No,YES,1418
natural gas,private,very frequently,small Scale,1,1,Sometimes,NO,2972
natural gas,public,rarely,Mega Scale,6,0,No,YES,1091
natural gas,private,very frequently,small Scale,11,2,Yes,YES,3271
coal,private,frequently,small Scale,13,0,Sometimes,YES,1696
electricity,public,frequently,large Scale,4,2,Sometimes,YES,1845
coal,public,very frequently,large Scale,14,0,Sometimes,YES,2377
wood,private,frequently,large Scale,24,2,Sometimes,YES,3596
wood,private,rarely,Mega Scale,11,0,Sometimes,YES,2091
wood,private,frequently,Mega Scale,14,0,Sometimes,NO,2225
electricity,private,frequently,small Scale,24,2,Sometimes,YES,3585
natural gas,public,rarely,small Scale,22,2,Sometimes,YES,1080
natural gas,public,frequently,medium Scale,15,2,Sometimes,YES,2231
coal,public,frequently,small Scale,9,2,Yes,YES,1874
natural gas,public,very frequently,small Scale,14,0,Yes,YES,2491
wood,public,very frequently,small Scale,7,2,No,YES,2643
coal,public,very frequently,Mega Scale,12,0,No,NO,2708
wood,public,very frequently,Mega Scale,9,1,Sometimes,YES,2716
natural gas,private,rarely,large Scale,24,2,No,YES,2289
wood,private,very frequently,small Scale,2,2,Yes,YES,2005
electricity,public,very frequently,small Scale,19,0,No,YES,2298
electricity,private,frequently,small Scale,15,0,Yes,YES,2209
wood,public,very frequently,medium Scale,10,0,Yes,YES,2138
electricity,public,frequently,Mega Scale,21,2,Yes,YES,1962
wood,public,very frequently,large Scale,15,2,No,YES,2854
electricity,public,very frequently,medium Scale,19,2,Yes,YES,1987
electricity,public,rarely,small Scale,23,1,Yes,YES,1341
natural gas,private,rarely,Mega Scale,20,2,Sometimes,YES,1621
electricity,public,very frequently,medium Scale,23,1,No,YES,2898
coal,private,rarely,medium Scale,9,2,Sometimes,YES,2387
wood,public,rarely,small Scale,1,2,No,YES,1281
coal,private,very frequently,medium Scale,10,0,No,YES,2941
